,Unnamed: 0.1,Unnamed: 0,Kabupaten,Tahun,Luas Panen,Hasil Panen,Produktivitas,Station,Humidity
0,0,0,Cilacap,2013,1555.0,2093.392,13.46232797427653,"Meteorologi, Cilacap",82.0
1,1,1,Banyumas,2013,738.0,850.1670000000001,11.51987804878049,,82.43706847107717
2,2,2,Purbalingga,2013,129.0,204.291,15.83651162790698,,82.45979250860415
3,3,3,Banjarnegara,2013,277.0,319.155,11.52184115523466,,82.45054477820945
4,4,4,Kebumen,2013,3217.0,4539.329000000001,14.11044140503575,"Sempor, Kebumen",84.0
5,5,5,Purworejo,2013,1927.0,2651.552,13.76,,82.33613401365508
6,6,6,Wonosobo,2013,14.0,18.2,13.0,"Wadaslintang, Wonosobo",81.0
7,7,7,Magelang,2013,0.0,0.0,0.0,"SMPK. Borobudur, Magelang",82.0
8,8,8,Boyolali,2013,1959.0,2316.549,11.82516079632466,,81.92472960741101
9,9,9,Klaten,2013,630.0,772.607,12.26360317460317,,81.72365126948633
10,10,10,Sukoharjo,2013,1819.0,3523.234,19.36907091808686,,81.49060116363995
11,11,11,Wonogiri,2013,14753.0,20999.627,14.23414017487969,,81.22557928987194
12,12,12,Karanganyar,2013,173.0,236.418,13.66578034682081,,80.92858564818225
13,13,13,Sragen,2013,2477.0,3235.413,13.06182075090836,,80.59962023857088
14,14,14,Grobogan,2013,15606.0,28972.53,18.56499423298731,,80.23868306103788
15,15,15,Blora,2013,2824.0,5205.833999999999,18.43425637393768,,79.84577411558317
16,16,16,Rembang,2013,5560.0,4972.261,8.942915467625898,,79.42089340220681
17,17,17,Pati,2013,3192.0,3988.348,12.49482456140351,"SMPK. Rendole, Pati",79.0
18,18,18,Kudus,2013,67.0,143.38,21.4,"SMPK. Colo, Kudus",79.0
19,19,19,Jepara,2013,35.0,35.037,10.01057142857143,,78.40602674584986
20,20,20,Demak,2013,2921.0,6612.26,22.63697363916467,,78.4177665749145
21,21,21,Semarang,2013,99.0,134.147,13.55020202020202,"Klimatologi, Semarang",78.0
22,22,22,Semarang,2013,99.0,134.147,13.55020202020202,"SI Ungaran, Semarang",79.0
23,23,23,Temanggung,2013,2.0,4.146,20.73,,79.59586801277845
24,24,24,Kendal,2013,1448.0,2098.701,14.49379143646409,,80.35780080812779
25,25,25,Batang,2013,0.0,0.0,0.0,"Gamer, Batang",82.0
26,26,26,Pekalongan,2013,35.0,34.031,9.723142857142856,,81.79728668479981
27,27,27,Pemalang,2013,0.0,0.0,0.0,,81.20340981881179
28,28,28,Tegal,2013,36.0,44.784,12.44,"Meteorologi, Tegal",79.0
29,29,29,Brebes,2013,3785.0,5312.324,14.03520211360634,,77.60842033549157
30,30,30,Kota Magelang,2013,0.0,0.0,0.0,,76.31874538007803
31,31,31,Kota Surakarta,2013,0.0,0.0,0.0,,75.65285655914865
32,32,32,Kota Salatiga,2013,0.0,0.0,0.0,,75.61075387270341
33,33,33,Kota Semarang,2013,0.0,0.0,0.0,,76.19243732074233
34,34,34,Kota Pekalongan,2013,0.0,0.0,0.0,,77.3979069032654
35,35,35,Kota Tegal,2013,0.0,0.0,0.0,,79.22716262027262
36,36,36,Cilacap,2014,2990.0,3218.686,10.76483612040134,"Meteorologi, Cilacap",82.0
37,37,37,Banyumas,2014,1952.0,1864.782,9.553186475409838,,83.9747204224367
38,38,38,Purbalingga,2014,66.0,95.534,14.47484848484848,,85.3283984369879
39,39,39,Banjarnegara,2014,9.0,9.365,10.40555555555556,,85.74123851541765
40,40,40,Kebumen,2014,6817.0,8464.978000000001,12.41745342526038,"Sempor, Kebumen",85.0
41,41,41,Purworejo,2014,3051.0,5655.389999999999,18.53618485742379,,83.74440486391262
42,42,42,Wonosobo,2014,29.0,35.7,12.31034482758621,"Wadaslintang, Wonosobo",82.0
43,43,43,Magelang,2014,0.0,0.0,0.0,"SMPK. Borobudur, Magelang",81.0
44,44,44,Boyolali,2014,2556.0,3080.93904,12.05375211267606,,85.77117236005823
45,45,45,Klaten,2014,2167.0,3942.418000000001,18.19297646515921,,88.20906527487807
46,46,46,Sukoharjo,2014,1626.0,3004.547,18.47814883148832,,89.37858778807025
47,47,47,Wonogiri,2014,9985.0,14971.065,14.9935553329995,"SMPK. Selogiri, Wonogiri",90.0
48,48,48,Karanganyar,2014,153.0,251.195,16.41797385620915,,88.39542434246331
49,49,49,Sragen,2014,3181.0,5640.167,17.73079849104055,,87.20854384944731
50,50,50,Grobogan,2014,19804.0,41866.0,22.85106998586144,,85.71909842058682
51,51,51,Blora,2014,6079.0,15268.461,25.08076923076923,,83.92708805588182
52,52,52,Rembang,2014,5333.0,5570.438,10.44522407650478,,81.83251275533235
53,53,53,Pati,2014,2425.0,3057.773,12.60937319587629,"SMPK. Rendole, Pati",78.0
54,54,54,Kudus,2014,104.0,260.84,25.08076923076923,"SMPK. Colo, Kudus",78.0
55,55,55,Jepara,2014,13.0,11.547,8.882307692307693,,74.65775041571264
56,56,56,Demak,2014,411.0,1026.115,24.96630170316302,,74.12597490307229
57,57,57,Semarang,2014,145.0,197.896,13.648,"Klimatologi, Semarang",76.0
58,58,58,Semarang,2014,145.0,197.896,13.648,"SI Ungaran, Semarang",76.0
59,59,59,Temanggung,2014,1.0,2.092,20.92,,80.23510842649624
60,60,60,Kendal,2014,1193.0,1752.648,14.69109807208717,,81.17073324103387
61,61,61,Batang,2014,0.0,0.0,0.0,"Gamer, Batang",82.0
62,62,62,Pekalongan,2014,33.0,33.946,10.28666666666667,,79.35949260336324
63,63,63,Pemalang,2014,50.0,60.0,12.0,,78.83945949242037
64,64,64,Tegal,2014,33.0,41.44,12.55757575757576,"Meteorologi, Tegal",78.0
65,65,65,Brebes,2014,2029.0,2694.21,13.27851158206013,,79.35229863240068
66,66,66,Kota Magelang,2014,0.0,0.0,0.0,,79.72180043422065
67,67,67,Kota Surakarta,2014,0.0,0.0,0.0,,80.05612864907665
68,68,68,Kota Salatiga,2014,0.0,0.0,0.0,,80.35528327696865
69,69,69,Kota Semarang,2014,0.0,0.0,0.0,,80.61926431789671
70,70,70,Kota Pekalongan,2014,0.0,0.0,0.0,,80.84807177186076
71,71,71,Kota Tegal,2014,0.0,0.0,0.0,,81.04170563886085
72,72,72,Cilacap,2018,16559.0,30495.0,18.42,"Meteorologi, Cilacap",81.0
73,73,73,Banyumas,2018,2592.0,3455.0,13.33,,81.32345261196909
74,74,74,Purbalingga,2018,8419.0,11479.0,13.63,,81.41156571807723
75,75,75,Banjarnegara,2018,2266.0,2958.0,13.06,,81.46450523722139
76,76,76,Kebumen,2018,3479.0,6147.0,17.67,"Sempor, Kebumen",83.0
77,77,77,Purworejo,2018,1778.0,2191.0,12.32,,81.35883729120651
78,78,78,Wonosobo,2018,0.0,0.0,0.0,"Wadaslintang, Wonosobo",81.0
79,79,79,Magelang,2018,0.0,0.0,0.0,"SMPK. Borobudur, Magelang",79.0
80,80,80,Boyolali,2018,2660.0,3564.0,13.4,"SMPK Adi Sumarmo, Boyolali",79.0
81,81,81,Klaten,2018,3555.0,5293.0,14.89,,79.30146869663756
82,82,82,Sukoharjo,2018,2249.0,4208.0,18.71,,79.07768871960566
83,83,83,Wonogiri,2018,5453.0,8431.0,15.46,,79.06099633682557
84,84,84,Karanganyar,2018,839.0,1144.0,13.63,"Puslitbang FP. UNS Jumantono, Karanganyar",81.0
85,85,85,Sragen,2018,8423.0,11897.0,14.12,,79.53383597224693
86,86,86,Grobogan,2018,19804.0,41866.0,16.64,,79.79329122690065
87,87,87,Blora,2018,3934.0,7376.0,18.75,,80.02975731225843
88,88,88,Rembang,2018,1923.0,3434.0,17.86,,80.24323422832025
89,89,89,Pati,2018,1728.0,2241.0,12.97,"SMPK. Rondole, Pati",79.0
90,90,90,Kudus,2018,428.0,669.0,15.65,,80.6012205525561
91,91,91,Jepara,2018,773.0,1074.0,13.89,,80.74572996073009
92,92,92,Demak,2018,1626.0,2365.0,14.54,,80.86725019960815
93,93,93,Semarang,2018,908.0,1290.0,14.21,"SMPK. Balit Getas, Semarang",82.0
94,94,94,Semarang,2018,908.0,1290.0,14.21,"Klimatologi, Semarang",77.0
95,95,95,Semarang,2018,908.0,1290.0,14.21,"SI. Ungaran, Semarang",66.0
96,96,96,Temanggung,2018,5.0,7.0,15.53,,64.4461414936318
97,97,97,Kendal,2018,1466.0,2206.0,15.05,,69.04483371549536
98,98,98,Batang,2018,920.0,1356.0,14.74,"Gamer/Subah, Batang",82.0
99,99,99,Pekalongan,2018,166.0,246.0,14.86,,90.43374281954053
100,100,100,Pemalang,2018,5480.0,6632.0,12.1,,90.43374281954053
101,101,101,Tegal,2018,307.0,357.0,11.64,"Meteorologi, Tegal",77.0
102,102,102,Brebes,2018,1806.0,3806.0,21.07,,51.95333458884977
103,103,103,Kota Magelang,2018,0.0,0.0,0.0,,14.922324805751488
104,104,104,Kota Surakarta,2018,0.0,0.0,0.0,,-33.9692220891821
105,105,105,Kota Salatiga,2018,5.0,7.0,15.53,,-94.72130609595092
106,106,106,Kota Semarang,2018,0.0,0.0,0.0,,-167.33392721455505
107,107,107,Kota Pekalongan,2018,0.0,0.0,0.0,,-251.8070854449944
108,108,108,Kota Tegal,2018,0.0,0.0,0.0,,-251.8070854449944
